,rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold
14559,1.0,1.0,50,-23.580517,-46.641415,355137,3,26,0
10249,3.0,2.0,168,-23.5687888,-46.6552673,1939570,3,79,1
2299,3.0,2.0,92,-23.6465773,-46.6656515,721930,2,9,1
10033,2.0,1.0,80,-23.557654,-46.655303,722388,3,32,1
7014,3.0,2.0,70,-23.5700683,-46.6267571,685402,3,26,1
3917,4.0,5.0,170,-23.6046798,-46.6731427,2646920,3,106,0
11739,2.0,2.0,75,-23.6336041,-46.7141935,813159,3,42,1
10432,3.0,1.0,100,-23.5633237,-46.664028,1467010,3,54,0
7006,3.0,2.0,86,-23.570243,-46.622147,711196,3,3,1
10585,3.0,3.0,200,-23.5649868,-46.6599792,2651320,3,36,1
17599,2.0,1.0,85,-23.5656505,-46.6282223,615139,2,91,1
4765,4.0,1.0,210,-23.5480818,-46.6542883,2353340,3,21,1
7845,4.0,5.0,330,-23.5374316,-46.6647487,5956720,3,84,1
16317,2.0,2.0,70,-23.6059559,-46.6633639,1131270,2,30,0
16392,4.0,2.0,178,-23.6043049,-46.6686438,1610710,3,14,1
6395,3.0,2.0,250,-23.5974931,-46.6177683,1245070,3,69,0
6376,1.0,1.0,51,-23.6226585,-46.6384787,399022,3,35,1
2894,4.0,2.0,135,-23.6227371,-46.675429,1806110,2,24,1
11707,2.0,4.0,359,-23.6156706,-46.7325918,2230220,3,17,1
13893,2.0,1.0,72,-23.5929892,-46.6510277,1098790,3,3,1
14243,3.0,1.0,160,-23.5687196,-46.6457724,1462370,2,8,1
725,4.0,3.0,129,-23.5281234,-46.700035,1193670,3,25,0
4883,3.0,2.0,260,-23.5383068,-46.6578752,2530400,3,49,1
2835,4.0,5.0,393,-23.6232947,-46.6755802,4663990,2,37,1
5623,3.0,1.0,79,-23.6146138,-46.6361486,579442,3,87,0
11565,4.0,6.0,673,-23.5990914,-46.6988452,14626900,3,3,1
10902,4.0,2.0,210,-23.6258252,-46.7318715,1245990,3,46,1
14638,3.0,1.0,160,-23.5675149,-46.6788986,2758430,3,36,1
17429,3.0,1.0,180,-23.5600463,-46.6410901,1525680,3,82,1
8818,2.0,1.0,85,-23.5841623,-46.6794733,671423,2,80,1
6975,4.0,3.0,188,-23.5834845,-46.6290289,1448000,3,109,0
16298,2.0,1.0,60,-23.6037104,-46.6675988,619138,1,9,1
11908,3.0,2.0,140,-23.6224551,-46.7262782,765189,3,134,1
11599,2.0,2.0,74,-23.6143191,-46.6884839,1041680,1,173,0
11512,3.0,5.0,300,-23.6135437,-46.7266095,1630940,3,114,0
12494,3.0,4.0,240,-23.6182548,-46.7380826,1705840,2,13,0
4691,3.0,1.0,140,-23.5402271,-46.6594576,1568890,3,12,1
1029,3.0,1.0,120,-23.537581,-46.6860106,1114210,2,36,0
8447,4.0,4.0,190,-23.5329342,-46.6783255,2644830,3,11,0
10599,2.0,2.0,122,-23.5701916,-46.6632962,1876230,3,34,0
1470,3.0,2.0,149,-23.5392174,-46.7164294,1134840,3,148,0
543,2.0,1.0,77,-23.5403348,-46.6794579,759363,1,125,1
6793,4.0,3.0,116,-23.6113708,-46.6317321,1236570,3,36,0
5863,2.0,1.0,130,-23.620662,-46.6393163,842699,3,178,0
2149,1.0,1.0,47,-23.6252244,-46.6842115,500136,2,3,1
5531,4.0,4.0,440,-23.5431655,-46.6730218,3899520,1,16,0
12948,4.0,4.0,155,-23.6099444,-46.7340442,1163990,3,52,1
7262,2.0,1.0,48,-23.5593982,-46.6208586,336625,3,92,0
15681,4.0,2.0,310,-23.608005,-46.6579979,4060210,2,5,1
6166,2.0,1.0,65,-23.6120306,-46.6294407,669165,3,28,0
5715,3.0,2.0,84,-23.6267187,-46.6355364,729034,3,27,0
11758,4.0,4.0,280,-23.6278564,-46.7297823,1585760,3,6,0
16343,1.0,1.0,42,-23.6202261,-46.6407605,340122,3,5,1
3374,2.0,2.0,84,-23.5658629,-46.685812,731033,3,108,0
17913,3.0,3.0,141,-23.5533607,-46.5706023,992869,3,124,1
13194,2.0,1.0,95,-23.5740184,-46.6509865,898040,1,35,0
11291,3.0,6.0,474,-23.6064711,-46.6902922,6459590,3,133,0
9827,2.0,1.0,61,-23.5712928,-46.652828,765136,3,30,1
17232,1.0,1.0,52,-23.5587023,-46.6421434,400297,2,13,1
9882,4.0,1.0,219,-23.5692539,-46.663157,3212760,3,11,1
12498,3.0,2.0,250,-23.618788,-46.7324828,1146770,3,167,0
7108,4.0,3.0,332,-23.5675083,-46.6230417,3885470,3,41,1
9182,3.0,2.0,152,-23.5813368,-46.6727268,1761740,3,97,0
12307,3.0,3.0,154,-23.6301706,-46.7326681,1354780,3,88,1
3883,4.0,6.0,470,-23.5972034,-46.664272,10974700,3,21,0
15805,4.0,4.0,247,-23.606135,-46.6540987,2459790,2,24,1
12214,2.0,2.0,79,-23.641774,-46.7201059,855203,1,16,1
13102,4.0,4.0,260,-23.6235669,-46.7311329,1893960,3,70,0
6382,3.0,2.0,82,-23.5971659,-46.6270433,783664,3,22,0
3143,4.0,3.0,370,-23.5601348,-46.6980436,3098200,2,14,1
12274,4.0,10.0,400,-23.6366667,-46.73,3398750,1,125,0
10963,4.0,4.0,300,-23.6056951,-46.7027987,3224780,3,77,0
192,2.0,2.0,70,-23.5417525,-46.7024707,772178,3,43,0
15555,1.0,1.0,41,-23.5956093,-46.6787005,624020,3,12,1
14602,3.0,1.0,80,-23.56386,-46.6806264,685296,3,10,1
8981,2.0,1.0,82,-23.5814913,-46.6729899,987367,3,19,1
10934,2.0,2.0,102,-23.6223091,-46.7357827,451526,3,164,0
12245,2.0,2.0,95,-23.6262328,-46.6942836,1056640,3,55,0
8984,4.0,6.0,523,-23.5793547,-46.6700224,12724300,3,16,0
4398,3.0,1.0,156,-23.5461047,-46.6529035,1407210,2,2,1
3053,3.0,2.0,160,-23.5636104,-46.6900828,2099030,2,11,1
8755,2.0,2.0,169,-23.5878939,-46.6779866,3160660,2,31,1
16345,3.0,3.0,250,-23.6097873,-46.6604388,2640070,3,60,1
12857,2.0,1.0,48,-23.6125316,-46.6803615,577993,3,158,1
8462,3.0,2.0,108,-23.53332,-46.657964,934516,2,106,1
3811,4.0,4.0,293,-23.5963682,-46.6722371,5358550,3,25,0
64,3.0,2.0,103,-23.5271662,-46.6925213,997258,3,100,1
6738,2.0,1.0,56,-23.6027211,-46.6317972,527416,3,13,0
2591,4.0,4.0,318,-23.6215889,-46.677819,4141740,3,9,1
17140,3.0,1.0,160,-23.5685433,-46.6337633,1092300,2,55,1
4076,2.0,1.0,84,-23.5496437,-46.6480729,488959,3,104,0
17803,4.0,2.0,125,-23.5474626,-46.5698424,920531,3,80,1
1531,3.0,2.0,157,-23.5288616,-46.7271332,1303950,3,28,1
12668,3.0,2.0,126,-23.626288,-46.6962981,1074550,3,32,0
3909,4.0,3.0,207,-23.5928802,-46.668027,2976530,3,4,0
4156,3.0,1.0,222,-23.5471606,-46.6537452,2017880,3,6,1
6953,2.0,1.0,70,-23.5841685,-46.6283161,592336,3,24,1
4804,3.0,2.0,130,-23.5470041,-46.6548755,985861,3,119,0
1801,3.0,1.0,140,-23.540877,-46.7064596,989371,3,79,0
3595,4.0,5.0,401,-23.5966922,-46.6660352,8615390,3,58,0
13340,4.0,3.0,163,-23.6010908,-46.642103,884519,1,107,1
7593,4.0,3.0,300,-23.4929455,-46.6292455,2870930,1,122,1
13244,3.0,3.0,156,-23.5732067,-46.6470075,1974480,3,88,0
8813,2.0,3.0,103,-23.5826308,-46.6817604,1364910,3,34,1
13801,4.0,3.0,110,-23.5942828,-46.6458573,1118190,3,120,1
10571,2.0,1.0,75,-23.5723189,-46.652053,810234,3,74,0
5275,1.0,1.0,42,-23.553888,-46.647451,435038,3,33,1
12572,3.0,3.0,180,-23.6177688,-46.7346977,1401930,3,52,0
8435,3.0,1.0,212,-23.535878,-46.657601,1969120,3,68,0
15975,4.0,6.0,616,-23.6026729,-46.6582695,12263700,3,29,0
8499,1.0,1.0,38,-23.534033,-46.660728,363429,3,141,0
13984,3.0,1.0,110,-23.5731045,-46.642766,1266280,3,25,1
14711,4.0,2.0,100,-23.5568517,-46.6043505,649671,3,19,1
9523,3.0,1.0,100,-23.5731635,-46.6562287,1130800,3,68,1
15932,3.0,1.0,90,-23.6023937,-46.6664239,1035370,2,32,0
5080,4.0,2.0,277,-23.5387883,-46.6581424,2775200,3,98,1
12853,3.0,2.0,118,-23.6095009,-46.7379694,867852,3,118,1
3358,3.0,1.0,133,-23.5646998,-46.6885011,1374200,3,53,0
15056,2.0,1.0,73,-23.5486537,-46.5953517,472208,1,51,0
2294,3.0,3.0,239,-23.6217892,-46.6705102,2149370,2,63,1
3543,4.0,4.0,206,-23.599023,-46.6653395,2687810,3,149,1
10242,4.0,2.0,240,-23.5672056,-46.6654022,3520830,3,7,1
6229,2.0,1.0,69,-23.6227056,-46.6364697,530856,3,41,1
15735,4.0,2.0,115,-23.5998426,-46.6644322,1473480,2,31,0
4938,3.0,1.0,174,-23.5412252,-46.6531691,1949910,1,138,1
7089,2.0,1.0,98,-23.563564,-46.6223343,829271,3,35,0
3619,4.0,6.0,695,-23.5927727,-46.6656736,11890300,3,55,1
7240,3.0,4.0,160,-23.5789152,-46.6216791,1351640,3,22,1
11501,4.0,4.0,400,-23.613226,-46.731343,1791370,3,19,1
2002,4.0,5.0,270,-23.6254278,-46.6659418,3303810,2,65,1
17896,4.0,5.0,304,-23.5530826,-46.5727801,2577660,3,31,0
509,2.0,2.0,53,-23.5754727,-46.7323131,417813,3,157,0
5457,1.0,2.0,43,-23.5533001,-46.6771237,619235,2,18,1
13331,3.0,2.0,133,-23.5740358,-46.6470987,1449730,3,120,0
15954,3.0,3.0,180,-23.6004909,-46.6610896,2077970,2,41,1
5565,2.0,1.0,85,-23.5528996,-46.6779525,1060420,2,21,0
3888,4.0,4.0,216,-23.5941542,-46.6670824,3008710,3,26,0
6656,3.0,3.0,126,-23.614871,-46.6332248,1321310,3,28,0
2714,1.0,1.0,47,-23.6237252,-46.6763204,654054,3,1,0
8173,3.0,1.0,142,-23.5367988,-46.6675481,1069260,3,3,1
13605,3.0,2.0,118,-23.5928475,-46.6266323,1734200,1,165,1
9947,4.0,2.0,249,-23.564859,-46.6484828,2198380,1,25,0
16555,4.0,5.0,355,-23.6066174,-46.6572794,5393490,2,33,1
1265,2.0,1.0,70,-23.5269953,-46.6916353,678860,2,178,0
4417,3.0,3.0,165,-23.548845,-46.6606416,1849050,3,35,0
17791,3.0,3.0,246,-23.5529575,-46.5724341,1691400,3,154,0
7090,4.0,3.0,192,-23.5680707,-46.6263951,2323270,3,66,0
3043,2.0,2.0,78,-23.5809823,-46.716895,604042,3,76,0
6547,2.0,1.0,83,-23.6208402,-46.6322824,854472,2,16,1
947,4.0,3.0,250,-23.5518287,-46.6914011,2230730,1,28,1
8811,2.0,2.0,118,-23.5880953,-46.6796849,2358610,2,79,0
9562,3.0,1.0,180,-23.5640808,-46.6573705,1659240,1,33,1
2562,3.0,3.0,171,-23.615948,-46.6752401,1540860,1,40,1
9452,3.0,1.0,120,-23.580465,-46.6925558,2835520,2,2,1
14991,3.0,3.0,140,-23.5506162,-46.5969428,1009980,1,133,1
15024,2.0,1.0,48,-23.562248,-46.6012639,404217,2,30,0
5181,4.0,5.0,370,-23.5479074,-46.6606248,5526840,3,9,1
1660,2.0,1.0,46,-23.5462874,-46.6908079,341095,3,136,0
3162,3.0,2.0,83,-23.5894395,-46.7195943,871906,3,3,1
4894,3.0,1.0,160,-23.549452,-46.6542286,1325130,3,30,1
17106,3.0,2.0,360,-23.557729,-46.6650523,5123650,3,0,0
9892,2.0,1.0,100,-23.5603087,-46.6614414,862918,3,29,0
7455,3.0,2.0,131,-23.5345704,-46.6691646,1218470,3,126,0
970,1.0,1.0,60,-23.5445179,-46.6961035,717273,1,6,1
10170,3.0,3.0,227,-23.5665161,-46.6612922,3214780,3,106,1
13081,3.0,2.0,98,-23.6272005,-46.7346392,576890,1,34,1
13120,1.0,1.0,55,-23.5693169,-46.6496795,661435,3,12,1
16763,3.0,1.0,66,-23.6224182,-46.6418444,470643,2,40,0
4457,4.0,2.0,317,-23.5480263,-46.6574125,2743280,3,69,1
6408,2.0,1.0,78,-23.6331813,-46.6400563,521460,3,41,1
10428,3.0,3.0,186,-23.5659305,-46.6549647,2973830,3,25,0
15333,1.0,1.0,45,-23.6039676,-46.6755368,406945,3,22,0
10672,2.0,1.0,85,-23.5698107,-46.6583842,1152100,3,159,0
7781,3.0,1.0,186,-23.5367988,-46.6675481,1400580,3,74,1
9865,4.0,2.0,212,-23.5681742,-46.6653002,2550450,1,8,1
1140,4.0,2.0,321,-23.5267865,-46.7311907,3099120,3,90,1
4881,1.0,1.0,42,-23.5518412,-46.6544514,448154,3,67,0
6446,3.0,2.0,70,-23.6111516,-46.6212149,483340,3,142,0
6387,1.0,1.0,30,-23.6182983,-46.6325501,227420,2,57,1
7399,3.0,2.0,115,-23.502126,-46.6387125,1100520,2,2,1
1625,3.0,2.0,92,-23.5268439,-46.6914636,918626,2,44,1
15651,4.0,3.0,218,-23.6037763,-46.6698106,2686500,1,30,0
13721,3.0,1.0,130,-23.572588,-46.64191,1162710,3,20,1
2817,3.0,2.0,109,-23.6320732,-46.6616422,934612,1,118,0
8899,4.0,4.0,323,-23.5870273,-46.6727988,5608070,1,148,1
14423,2.0,2.0,60,-23.5968657,-46.6435794,454241,3,112,0
15994,4.0,3.0,204,-23.6091099,-46.6552448,2344750,3,9,1
1206,3.0,1.0,72,-23.5344218,-46.7323857,729100,3,3,1
10166,2.0,1.0,62,-23.56688,-46.656171,573663,2,154,0
1839,3.0,2.0,164,-23.5353193,-46.6872058,1637440,1,24,0
3130,4.0,6.0,560,-23.5634413,-46.6821245,5413350,2,89,0
15890,2.0,2.0,160,-23.600225,-46.6467983,1323240,3,89,1
17476,4.0,3.0,185,-23.5741814,-46.6354618,2100340,3,17,1
14989,2.0,1.0,62,-23.5798147,-46.5918896,394670,2,39,1
11987,4.0,4.0,240,-23.6234205,-46.7337846,1030110,3,14,1
17207,3.0,2.0,75,-23.562737,-46.6430289,1106530,3,68,1
11999,3.0,3.0,145,-23.6157718,-46.7326792,958078,3,20,0
348,3.0,2.0,106,-23.5276168,-46.6875398,1103230,3,65,1
5798,3.0,1.0,77,-23.6179023,-46.6326211,626212,3,2,1
13175,3.0,1.0,108,-23.5800023,-46.6362105,913890,3,19,0
14022,2.0,1.0,160,-23.577627,-46.64196,1077750,3,138,0
9529,3.0,1.0,286,-23.5601488,-46.656469,2063020,3,99,1
5458,1.0,1.0,52,-23.5557144,-46.6753375,648730,2,16,0
4888,2.0,1.0,114,-23.5521942,-46.6499031,1525560,3,78,1
293,1.0,1.0,46,-23.5401872,-46.7029841,339024,3,109,0
9331,4.0,2.0,168,-23.578574,-46.6734439,2061630,2,23,1
11649,4.0,6.0,420,-23.6076907,-46.684822,3890110,2,42,1
12321,1.0,1.0,39,-23.6069955,-46.69516,508932,3,14,0
6334,3.0,2.0,174,-23.6248585,-46.6260493,1417700,3,68,1
7381,3.0,2.0,130,-23.5338729,-46.6734772,1060610,2,17,0
498,4.0,5.0,508,-23.5499498,-46.7175848,9003150,3,27,0
4521,4.0,3.0,240,-23.5489256,-46.6608544,2052400,3,17,0
14280,1.0,1.0,44,-23.5967924,-46.6462619,457587,3,125,1
5522,1.0,1.0,35,-23.5599797,-46.6736505,428604,3,25,1
10679,3.0,1.0,125,-23.5635091,-46.648386,1167230,3,7,1
289,3.0,1.0,69,-23.501079,-46.7002475,377716,3,74,0
363,3.0,2.0,136,-23.5468927,-46.6929526,1506520,3,118,1
10823,2.0,1.0,99,-23.5728344,-46.658414,955660,3,62,0
3541,3.0,3.0,270,-23.5988386,-46.6685922,3356680,3,28,1
15379,2.0,1.0,60,-23.5937965,-46.6738315,941701,1,28,0
8979,4.0,8.0,1133,-23.5845456,-46.6897546,36925000,3,37,1
2234,2.0,1.0,63,-23.6417193,-46.6750323,442607,2,84,1
17040,3.0,2.0,180,-23.5632202,-46.6688564,2640620,1,54,1
9956,2.0,1.0,72,-23.5746579,-46.6545032,763888,3,13,0
1319,2.0,1.0,48,-23.521208,-46.7297392,480846,3,23,1
6638,4.0,2.0,164,-23.590913,-46.6081336,950626,3,57,0
1362,4.0,4.0,126,-23.543455,-46.686039,1572210,2,1,1
6735,2.0,1.0,64,-23.6076713,-46.6388575,490906,3,51,1
1812,4.0,2.0,138,-23.531336,-46.703409,1296070,3,70,0
2396,4.0,3.0,320,-23.621779,-46.6810678,2419040,2,80,1
9128,3.0,3.0,140,-23.5797232,-46.6702255,1589890,3,26,0
10057,3.0,2.0,234,-23.5734861,-46.6597833,3101480,3,82,0
2622,2.0,1.0,56,-23.6244634,-46.6703965,478888,2,17,0
16918,1.0,1.0,30,-23.5579643,-46.6630097,358910,1,18,1
5404,2.0,2.0,84,-23.5550735,-46.6742716,1098280,2,113,1
12657,4.0,10.0,860,-23.628437,-46.7184239,9450940,3,68,1
12600,4.0,2.0,140,-23.6268355,-46.7308696,649574,3,13,0
11047,4.0,3.0,126,-23.6260637,-46.733028,938869,2,32,1
14348,3.0,1.0,70,-23.5912012,-46.6358037,629359,3,118,1
13356,2.0,1.0,71,-23.5783191,-46.6509243,649440,3,49,1
6659,2.0,1.0,62,-23.6231593,-46.6250221,433166,3,50,0
8023,2.0,1.0,135,-23.5410183,-46.6774729,1176900,2,9,1
13173,3.0,2.0,90,-23.5994159,-46.6335153,713702,1,139,0
13626,3.0,2.0,83,-23.5711383,-46.6506376,781743,3,41,0
4634,3.0,1.0,186,-23.5469696,-46.6570096,1200840,3,146,0
13588,4.0,3.0,200,-23.573674,-46.6458877,2180050,3,123,0
5316,3.0,1.0,180,-23.5461432,-46.6562262,1637170,3,64,1
12180,1.0,2.0,130,-23.6250884,-46.732218,933542,3,30,0
11579,3.0,4.0,160,-23.6099942,-46.7088125,1020110,3,25,1
14287,4.0,5.0,366,-23.5754764,-46.6484806,5334780,2,34,1
142,4.0,4.0,281,-23.5511029,-46.6921581,3671300,3,13,0
12045,4.0,3.0,190,-23.5916625,-46.7181057,2679750,3,109,0
8946,3.0,1.0,158,-23.5817252,-46.6711278,1924720,3,10,1
5078,3.0,1.0,118,-23.5468763,-46.6543217,1322350,3,45,0
2237,4.0,4.0,220,-23.6254243,-46.6728332,2231460,2,47,0
8505,3.0,2.0,88,-23.5327992,-46.6744839,1178820,2,64,0
2019,3.0,1.0,89,-23.6219907,-46.6772081,1063460,2,12,1
542,3.0,2.0,90,-23.5317926,-46.6883844,924063,1,148,1
17569,2.0,1.0,65,-23.5691038,-46.6351505,601269,3,112,0
1125,1.0,1.0,40,-23.5352025,-46.7172848,307143,2,36,0
1211,3.0,1.0,74,-23.523116,-46.7072623,756747,3,89,1
7212,2.0,1.0,123,-23.5716359,-46.6164866,1150900,2,11,1
13879,3.0,2.0,256,-23.5735009,-46.6457749,2820360,1,47,1
3792,3.0,2.0,113,-23.6001335,-46.6692858,1617070,2,91,0
6495,2.0,1.0,80,-23.6017875,-46.6001384,526320,3,70,0
17562,2.0,2.0,80,-23.5635955,-46.6447197,968959,2,26,0
2417,2.0,2.0,77,-23.6385846,-46.6695042,744956,3,35,0
3227,3.0,3.0,160,-23.5867635,-46.7184418,1609840,2,1,1
10723,4.0,3.0,195,-23.5714377,-46.6623503,1985550,3,59,1
5892,3.0,1.0,68,-23.5930592,-46.6226847,610947,3,4,0
17059,3.0,2.0,120,-23.5603373,-46.6641051,1347760,3,48,0
720,2.0,1.0,77,-23.542447,-46.686608,544077,3,46,0
7453,3.0,2.0,112,-23.5314047,-46.6682215,1407210,3,168,0
1144,3.0,3.0,214,-23.5331445,-46.6844115,2204930,2,55,1
13565,3.0,2.0,92,-23.5834698,-46.6393169,1212310,3,103,1
14540,2.0,1.0,90,-23.5678653,-46.6468524,814966,3,13,0
8990,4.0,4.0,296,-23.5856344,-46.6746505,5634090,3,2,1
16084,4.0,4.0,235,-23.6093986,-46.6556764,3026580,2,71,0
9899,3.0,3.0,161,-23.5597056,-46.647562,1894640,2,26,0
11951,4.0,3.0,181,-23.6250926,-46.7199775,2157200,3,22,0
781,3.0,3.0,140,-23.532816,-46.7265283,1275320,3,91,1
1150,3.0,2.0,144,-23.5339846,-46.6834957,1435910,1,123,0
619,1.0,1.0,119,-23.5465714,-46.6921247,1663530,2,48,1
9537,4.0,4.0,300,-23.5690038,-46.6654457,5074580,3,138,0
13428,3.0,2.0,82,-23.5916274,-46.6335675,754788,3,48,1
4437,3.0,1.0,196,-23.5433492,-46.6627375,2196450,3,8,0
5184,4.0,4.0,620,-23.5405654,-46.661292,6504680,3,93,0
14843,2.0,1.0,65,-23.5608129,-46.6057828,481403,1,17,1
7402,2.0,1.0,75,-23.5092964,-46.6531503,555826,2,59,1
9498,4.0,2.0,247,-23.57235,-46.6609537,3015690,3,0,0
5843,3.0,3.0,94,-23.610568,-46.6177519,788057,3,75,0
305,2.0,3.0,264,-23.5525983,-46.6973418,3658830,3,62,1
16787,3.0,1.0,75,-23.62834,-46.6453368,560882,3,10,1
2819,4.0,2.0,210,-23.6322114,-46.6779033,2331730,2,51,1
8119,4.0,3.0,302,-23.5419449,-46.6721565,4018650,3,16,0
9979,2.0,1.0,100,-23.5734996,-46.6595003,1050200,3,49,1
12104,3.0,2.0,61,-23.633358,-46.7379012,481415,3,108,1
14866,2.0,1.0,52,-23.5486537,-46.5953517,336368,2,34,1
559,2.0,1.0,56,-23.5513742,-46.6895759,604739,2,109,0
6575,2.0,1.0,51,-23.626816,-46.604983,249540,3,16,1
5236,4.0,2.0,550,-23.5380347,-46.6547368,4853060,3,62,1
14830,3.0,3.0,176,-23.5672049,-46.5932369,1246190,2,27,1
11070,3.0,2.0,190,-23.6084106,-46.7255532,1336560,3,3,0
3370,3.0,2.0,109,-23.5548848,-46.6892856,1185070,3,27,1
3266,3.0,2.0,160,-23.5529315,-46.6884105,1565450,2,114,0
16469,4.0,3.0,220,-23.6119225,-46.6592302,2409400,3,108,0
3429,3.0,1.0,133,-23.561993,-46.6871659,1377620,2,145,1
15872,4.0,4.0,255,-23.6081451,-46.6570022,3237380,2,9,1
4586,1.0,1.0,45,-23.553154,-46.651789,357189,3,41,0
15630,3.0,3.0,210,-23.60607,-46.668975,2179660,3,10,1
373,2.0,2.0,90,-23.5359677,-46.6830616,799879,2,4,1
9791,3.0,1.0,140,-23.5737703,-46.6548216,1274460,3,120,1
6345,3.0,2.0,91,-23.6331656,-46.6354108,934403,3,33,1
7581,4.0,4.0,306,-23.4922092,-46.6309727,1801740,3,82,0
17816,3.0,3.0,202,-23.553379,-46.568658,1246140,3,107,0
6355,2.0,1.0,59,-23.6009887,-46.6089883,442013,3,2,1
6347,2.0,2.0,136,-23.604158,-46.613577,1366150,3,37,0
9408,4.0,6.0,629,-23.587995,-46.6840877,14261600,3,55,1
2386,4.0,3.0,146,-23.6266656,-46.6712169,1277780,3,53,0
17156,4.0,2.0,310,-23.5643594,-46.6468723,2731560,2,4,0
4063,2.0,1.0,80,-23.5570019,-46.651136,727427,3,19,0
6748,3.0,2.0,100,-23.6373937,-46.6319097,988582,3,65,1
11361,4.0,3.0,340,-23.622197,-46.7352893,1579920,1,94,1
873,1.0,2.0,116,-23.5373721,-46.6876668,1262060,1,60,0
9247,3.0,1.0,130,-23.5808306,-46.6922898,3071820,3,77,1
12694,4.0,4.0,394,-23.632981,-46.7329637,4177640,3,59,0
2752,4.0,2.0,121,-23.6390494,-46.7007211,1282180,3,43,0
9805,2.0,1.0,96,-23.5747712,-46.6579884,1162470,3,61,1
5992,3.0,2.0,115,-23.6071452,-46.6328304,1183910,3,78,0
17897,3.0,2.0,73,-23.5324877,-46.5794634,519001,2,20,0
10936,4.0,5.0,320,-23.6268343,-46.730875,1924090,3,74,0
9352,4.0,1.0,300,-23.5815316,-46.6731837,3210830,3,74,1
5055,3.0,1.0,186,-23.556319,-46.652826,1926600,3,7,1
10769,4.0,3.0,493,-23.5630025,-46.6622508,7853350,3,88,1
2238,3.0,2.0,132,-23.6123489,-46.6766837,1160010,2,14,1
8211,3.0,2.0,260,-23.538436,-46.6684879,1960030,2,45,0
16929,2.0,1.0,60,-23.5579962,-46.6643745,696642,3,8,0
928,4.0,4.0,338,-23.5511278,-46.6994326,4770300,2,132,1
6723,2.0,1.0,73,-23.5901539,-46.6134393,424057,2,49,1
6999,3.0,3.0,245,-23.5902979,-46.6226251,2183310,1,10,1
17748,4.0,4.0,318,-23.5439464,-46.5678545,2696370,3,80,1
3195,3.0,1.0,140,-23.5551402,-46.6842374,1218650,3,6,1
3296,3.0,2.0,103,-23.5615909,-46.6820815,1273810,3,7,1
11252,3.0,2.0,109,-23.6372416,-46.7183986,1179960,3,17,1
12499,4.0,3.0,160,-23.6079969,-46.7227703,918904,3,64,1
8601,4.0,3.0,357,-23.5013372,-46.6392374,2829100,3,66,1
4791,3.0,3.0,472,-23.5383965,-46.6603786,4269280,3,59,1
14462,3.0,3.0,215,-23.5933405,-46.6278618,1934010,3,27,1
5280,4.0,3.0,270,-23.5369982,-46.6551403,2509990,3,30,1
421,4.0,2.0,300,-23.5473801,-46.6861265,2533680,3,127,0
12056,4.0,3.0,209,-23.6256943,-46.7183279,2490910,3,7,0
2863,2.0,1.0,63,-23.6266184,-46.6653728,591817,3,7,1
16632,4.0,4.0,430,-23.6042963,-46.6666934,5227330,2,3,1
16945,2.0,3.0,174,-23.5621443,-46.6655198,2632470,3,10,1
15727,3.0,1.0,50,-23.6404864,-46.6526494,386893,2,8,0
14783,3.0,3.0,183,-23.579652,-46.5813599,1296390,2,56,1
3031,3.0,1.0,150,-23.5753638,-46.6878115,1216690,2,31,1
8191,3.0,2.0,157,-23.5341632,-46.6709859,1201340,3,108,1
5296,4.0,4.0,450,-23.5408659,-46.6627229,7583360,1,38,0
11576,2.0,1.0,60,-23.6297709,-46.7389473,715094,3,44,1
11561,3.0,2.0,89,-23.6256374,-46.7311817,853275,3,42,0
4488,3.0,1.0,158,-23.5463636,-46.6552774,1635240,2,59,1
13621,1.0,1.0,40,-23.5977752,-46.6378395,351053,3,22,0
2403,4.0,3.0,143,-23.6194061,-46.6805658,1378090,2,39,1
12010,2.0,2.0,56,-23.605938,-46.738788,400406,1,29,1
12850,3.0,2.0,99,-23.6139098,-46.7394285,760860,1,75,1
8834,3.0,1.0,91,-23.586002,-46.671199,704979,3,18,1
9797,2.0,1.0,32,-23.5650932,-46.6476743,275143,3,138,0
3834,4.0,4.0,291,-23.6020931,-46.6720581,3775170,3,24,1
13357,1.0,1.0,52,-23.587501,-46.632405,591006,3,87,1
10449,3.0,1.0,120,-23.5691211,-46.6512101,1114110,3,76,0
3441,2.0,1.0,85,-23.5630071,-46.6811043,1060420,3,25,0
10106,2.0,1.0,54,-23.5591486,-46.6558302,742279,3,31,1
13142,2.0,1.0,76,-23.583903,-46.6419644,683304,3,11,1
13261,3.0,1.0,65,-23.5942655,-46.6292111,580681,3,24,0
7024,2.0,3.0,108,-23.586154,-46.6266528,931869,2,15,0
14889,3.0,2.0,112,-23.5696429,-46.584559,845236,3,4,1
6794,3.0,2.0,76,-23.6073,-46.620271,576872,3,51,0
13210,1.0,1.0,45,-23.5896721,-46.6327806,385145,3,162,0
10597,3.0,3.0,150,-23.5659305,-46.6549647,2398250,3,10,0
16518,3.0,2.0,94,-23.6049574,-46.6596777,1497660,3,104,1
1854,2.0,1.0,80,-23.5325441,-46.7178153,647400,3,39,1
4290,3.0,3.0,280,-23.538985,-46.6601567,3263630,3,95,1
16711,3.0,4.0,228,-23.609101,-46.6564585,2379580,2,31,1
3139,3.0,4.0,413,-23.5872425,-46.719423,4253730,3,37,1
